outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_mean_force
2.57,2.02,1.24,75.89,128.14,253.88,65192.4,24.81069337220833
2.81,1.75,1.33,75.55,128.44,241.47,63919.8,26.588666562334193
2.52,2.08,1.5,75.41,128.59,291.78,68975.9,28.16254394200666
2.77,2.2,1.77,75.59,128.05,249.63,72332.6,29.93569434949188
2.74,1.98,1.59,75.93,128.11,275.22,66095.3,30.035458569644785
2.87,1.73,1.27,75.72,127.52,258.78,69791.4,28.89330143378697
2.54,1.73,1.37,75.91,127.23,254.44,70010.4,24.393101517839224
2.87,2.04,1.33,75.61,128.05,244.75,72208.8,28.896794198279505
2.65,1.87,1.61,75.48,127.6,262.05,73473.5,27.781823708972748
2.87,1.75,1.52,76.29,127.23,241.48,75563.8,28.750454853399443
2.68,2.1,1.35,75.9,128.33,276.58,63627.8,28.57163202805702
2.81,2.09,1.51,75.85,127.76,274.26,76688.6,31.534075261555127
2.5,1.75,1.55,76.03,128.28,276.27,63958.7,25.751264377475646
2.68,2.1,1.21,75.97,127.59,284.95,64001.6,28.747563901429768
2.72,1.85,1.36,76.33,128.55,253.67,74105.7,27.376312138464638
2.66,1.79,1.31,76.15,127.28,248.51,73470.5,25.74785278285776
2.9,2.05,1.67,76.09,127.55,241.77,63467.7,29.825706514891177
2.64,2.02,1.25,75.23,127.35,287.66,68316.8,28.409944995376346
2.62,2.06,1.24,76.5,128.2,290.44,72745.0,28.82810494741329
2.64,2.04,1.33,76.07,128.58,292.21,70416.7,29.378385521320975
2.52,2.25,1.76,75.54,127.7,286.96,69200.7,29.39000935468709
2.88,1.92,1.66,75.69,127.36,286.76,66117.1,33.05159382148702
2.87,1.75,1.65,76.56,128.23,264.01,63370.0,30.60820774151045
2.66,2.14,1.34,76.06,128.12,262.88,63428.5,27.295299355594576
2.58,1.71,1.46,75.25,128.14,269.74,70996.3,26.237133920870516
2.71,2.0,1.64,76.26,127.8,252.42,69105.8,28.19807480744407
2.53,2.22,1.2,75.64,127.7,270.9,75807.0,26.544085584805767
2.86,1.9,1.31,75.6,128.49,264.97,65699.5,29.623944537372605
2.82,2.19,1.36,76.05,128.56,262.9,71242.1,30.254122441596675
2.81,2.1,1.4,75.97,127.31,251.77,75302.6,29.19138057559155
2.81,2.02,1.25,75.79,127.92,262.98,70407.9,29.171069823030276
2.76,1.73,1.61,75.39,128.53,243.12,66490.7,26.981185234216806
2.53,1.93,1.49,75.23,128.56,253.12,76294.2,25.36660126290587
2.77,1.98,1.52,75.81,128.41,276.81,64032.5,30.190346119555098
2.78,2.15,1.53,76.58,127.59,251.39,64497.1,28.844720439577937
2.5,2.11,1.61,76.11,128.08,277.84,68984.8,27.39771353839762
2.5,2.02,1.63,75.66,128.03,245.37,71347.9,24.86170524297722
2.71,2.29,1.38,76.02,128.03,282.69,65057.2,30.239629518611533
2.78,1.75,1.72,75.36,127.86,267.79,68443.9,29.82008023406456
2.65,2.12,1.64,75.99,127.22,269.99,71895.7,29.203328889820565
2.54,1.73,1.5,76.11,128.21,272.13,75892.3,26.510872055039382
2.79,2.14,1.75,76.52,128.14,244.42,66180.9,29.30618632224059
2.63,1.93,1.78,75.22,127.72,273.66,71330.4,29.074941617677606
2.79,2.24,1.23,75.3,127.62,284.96,63115.2,30.6696705237656
2.63,1.9,1.74,75.55,127.41,280.89,66494.2,29.184102610473015
2.87,1.91,1.24,76.4,127.21,259.76,66266.4,29.269588885224945
2.67,1.74,1.73,75.32,127.43,256.91,74199.6,27.727725271039045
2.63,2.13,1.71,76.6,127.86,278.0,76709.8,30.204022779701287
2.56,2.1,1.28,76.06,127.37,277.28,69068.0,26.966547583346024
2.79,1.71,1.63,75.25,128.11,256.27,65240.1,28.340282946873568
2.6,2.06,1.3,75.77,127.77,286.8,72660.1,28.419229449608675
2.62,1.85,1.72,75.93,127.41,272.83,69213.2,28.432381610749072
2.78,1.91,1.55,75.25,127.4,248.7,72347.1,28.23606926735817
2.84,2.27,1.48,75.85,127.35,289.97,63260.1,32.90077943556787
2.66,1.75,1.54,75.67,127.75,251.66,73574.5,26.583201709299143
2.83,2.25,1.66,75.6,127.87,255.34,67469.0,30.698474301897928
2.74,1.97,1.35,75.53,128.58,266.28,76369.4,28.95186364392543
2.56,2.26,1.65,75.79,127.63,247.36,70211.8,26.492167928833506
2.6,1.91,1.45,75.82,127.29,242.56,70353.9,25.01590026318365
2.73,2.0,1.32,76.4,128.21,254.41,76654.5,27.944860551986377
2.63,1.78,1.41,75.77,127.73,278.97,69780.3,27.698177697858338
2.64,2.2,1.51,75.33,128.02,245.02,70423.2,26.702604764866688
2.72,2.19,1.71,76.28,127.72,245.73,64530.9,28.288572553893
2.53,2.03,1.36,76.3,127.8,262.17,75362.0,25.878474189559707
2.77,1.9,1.68,75.55,128.13,241.67,73320.0,28.12998412449542
2.61,2.26,1.34,75.47,127.65,264.47,65916.8,27.14350736251617
2.62,2.0,1.76,75.38,127.39,262.37,69521.9,28.073535118496917
2.78,1.86,1.7,75.44,127.89,271.29,74687.7,30.736699578072827
2.81,1.74,1.37,76.41,127.21,291.03,75774.8,31.439895455717075
2.64,1.99,1.39,76.28,127.85,262.3,72194.7,27.25090761904448
2.67,1.94,1.3,76.33,127.62,287.25,66001.4,28.817942505582433
2.87,1.95,1.2,75.89,127.42,242.21,76545.0,28.268015836343462
2.52,1.9,1.78,76.02,127.61,291.08,72612.0,29.033063482484973
2.73,1.87,1.5,76.22,128.5,276.58,75393.5,29.940701708472826
2.56,2.1,1.33,76.38,127.46,242.23,71008.7,24.62775218933268
2.82,1.8,1.38,76.04,127.44,279.4,66757.7,30.30933795287353
2.65,2.12,1.41,75.28,127.93,256.17,72317.0,27.24402720396949
2.61,1.73,1.29,76.29,128.02,247.33,68628.2,24.554303050012205
2.89,2.0,1.46,75.2,127.21,275.44,63217.2,31.350293388503356
2.84,2.17,1.58,75.5,128.37,249.46,76994.5,30.34167813487738
2.75,1.73,1.35,75.35,127.75,286.83,72439.8,29.726973280936587
2.8,2.14,1.22,76.17,127.31,270.08,75632.8,30.085149950136607
2.61,2.26,1.55,75.24,127.86,276.08,67180.8,28.851579155156852
2.87,1.88,1.66,75.58,127.39,246.32,69146.9,29.482218676955764
2.52,2.17,1.64,75.2,128.5,244.75,73528.3,25.645590155220358
2.7,2.17,1.67,76.43,127.28,260.88,74956.4,29.611224999410634
2.61,1.88,1.54,75.31,128.47,262.3,76860.4,27.214347914635137
2.57,1.82,1.75,75.53,127.95,256.48,71125.9,26.518685798669136
2.72,2.05,1.75,76.0,128.04,264.04,73928.1,30.106259378757382
2.77,2.2,1.26,76.34,127.67,286.81,72737.8,31.19599968012835
2.79,1.72,1.66,75.48,127.61,261.98,65958.3,29.056830061687375
2.55,2.16,1.64,75.74,128.08,251.04,66407.5,26.103298797830004
2.69,1.95,1.52,76.48,128.16,271.2,68929.5,28.880035623027876
2.5,2.19,1.45,75.77,127.3,273.77,65743.1,26.49163462745491
2.75,1.83,1.8,76.54,128.45,269.35,69749.3,30.45490639517993
2.52,2.26,1.77,75.59,127.55,276.46,63217.4,28.25837005156438
2.58,2.16,1.28,75.24,127.28,250.42,70051.7,25.402690828057413
2.59,1.99,1.62,75.22,127.87,243.01,65326.8,25.323624392104872
2.57,2.02,1.72,75.73,127.84,263.43,67178.8,27.300506563531595
2.72,1.79,1.24,76.09,127.23,257.47,74625.2,27.081255195151126
2.74,2.25,1.76,76.27,128.57,286.24,72856.6,32.85601254714186
2.54,2.04,1.72,75.28,127.32,277.7,72403.2,28.28980535309608
2.79,1.86,1.32,75.26,128.41,252.24,64946.2,27.400721349945112
2.63,2.1,1.62,75.77,127.94,274.05,64602.1,28.67984610723192
2.75,1.99,1.43,75.81,127.66,248.91,68028.5,27.56190430357969
2.9,2.27,1.63,76.39,128.08,267.17,66730.6,32.7560607439234
2.69,1.73,1.7,75.79,127.88,287.78,67633.3,30.10791080743365
2.51,2.23,1.46,75.68,127.7,267.55,68206.8,26.469742010404726
2.75,1.86,1.76,76.24,127.26,259.14,66129.1,29.229721263232587
2.72,2.07,1.45,76.28,127.49,275.26,71797.8,29.810787006222196
2.81,2.0,1.79,76.02,128.44,260.36,66071.3,30.66447552981594
2.85,1.75,1.33,76.24,127.76,247.66,74818.9,28.35884905181558
2.52,1.95,1.31,76.49,127.71,262.6,64274.2,24.78160270691512
2.53,1.92,1.26,75.26,128.49,252.47,73866.8,24.42865005777821
2.85,1.84,1.76,75.42,128.44,260.33,72826.8,30.881753968251925
2.68,2.24,1.61,75.74,128.24,255.81,73277.6,28.80221391867371
2.55,1.88,1.8,75.75,128.01,280.89,63640.6,28.09246303768509
2.61,1.97,1.36,75.25,128.11,282.19,72296.4,28.076755132766376
2.78,1.94,1.21,76.23,128.4,274.52,69845.9,29.370989802117034
2.67,2.26,1.61,76.49,127.98,255.27,66868.4,28.334027261194702
2.6,1.94,1.5,75.96,128.04,268.49,71691.0,27.368414103057145
2.6,2.11,1.74,76.18,127.49,272.24,68756.2,28.902783913353456
2.63,1.94,1.37,76.0,128.29,269.45,75160.7,27.616024740914778
2.73,2.07,1.41,76.5,127.97,251.71,64322.8,27.542045950545567
2.88,1.93,1.55,75.29,128.21,246.4,65340.9,29.125259463751146
2.73,1.81,1.75,76.42,128.44,286.18,69463.6,31.256939399288964
2.5,1.72,1.36,75.27,127.59,241.56,74608.1,23.06354651959327
2.51,1.85,1.23,76.33,128.4,286.53,67173.3,26.002076144287
2.51,1.93,1.34,75.41,128.38,251.03,76261.3,24.484546835423313
2.55,1.9,1.35,76.26,128.24,250.4,72804.4,24.781444970498452
2.76,1.78,1.55,76.37,127.44,269.27,72117.2,29.55528840553279
2.52,2.18,1.52,75.46,128.18,253.15,73845.6,25.923318670800423
2.77,2.01,1.3,75.94,127.53,272.19,72103.9,29.566437146863333
2.76,2.25,1.64,75.25,127.62,266.46,63192.7,30.234254524939157
2.87,1.99,1.25,76.29,128.23,247.78,65241.7,28.521525741269098
2.65,1.99,1.63,75.97,127.74,250.47,73013.6,27.32243842718071
2.5,1.94,1.31,75.94,128.09,263.22,66425.6,24.608047900116613
2.88,2.15,1.58,75.69,128.1,259.51,75384.0,31.63724162724702
2.61,2.06,1.66,76.2,127.58,241.45,67534.1,26.065400994271837
2.69,2.23,1.53,76.27,127.77,254.29,66793.9,28.141152856781897
2.53,2.18,1.64,76.36,127.61,282.92,74316.2,28.853805376140937
2.73,1.98,1.49,76.44,127.48,268.73,64553.2,28.95763154949054
2.68,2.18,1.78,75.78,127.84,285.61,72836.9,31.73020182883408
2.74,2.17,1.31,75.47,128.23,256.33,66703.2,28.02574437127623
2.77,1.97,1.66,76.18,127.26,272.32,65430.1,30.45176918677907
2.82,2.24,1.64,75.27,128.59,244.73,72267.4,29.798497500293248
2.5,2.19,1.23,75.98,127.23,293.75,63480.2,27.052304129571095
2.89,2.13,1.57,76.32,127.92,258.17,67815.8,31.260032446454712
2.55,2.27,1.37,75.41,127.85,257.86,64029.0,25.835316529550365
2.89,2.1,1.39,76.6,127.56,253.14,68857.5,30.1588665422347
2.64,2.26,1.61,75.23,127.62,243.18,63430.8,26.629673819920296
2.53,1.76,1.46,76.48,128.05,290.49,70748.8,27.41088376847244
2.77,1.76,1.44,76.25,127.22,270.54,74835.3,29.446643347002688
2.67,2.27,1.29,75.84,127.4,273.92,75197.4,29.114516146872344
2.8,1.92,1.63,75.83,128.08,249.92,65719.5,28.739078505113522
2.53,1.72,1.72,76.07,128.18,280.99,66825.8,27.308896421734513
2.65,1.96,1.27,75.99,127.46,261.16,66225.6,26.451246218548814
2.78,2.0,1.75,76.0,127.31,276.1,71938.1,31.691167051443582
2.68,1.97,1.51,75.44,127.59,245.72,76706.6,26.98765510321243
2.56,1.94,1.64,75.73,127.88,266.6,72508.8,27.196795088973314
2.81,2.01,1.25,75.43,127.73,279.17,70744.1,30.374110076509847
2.8,2.12,1.34,75.99,128.13,286.67,73691.4,31.755841729183654
2.84,2.1,1.54,75.41,127.24,266.16,67180.7,30.756381621833267
2.63,1.92,1.52,75.21,127.79,269.5,72929.8,27.820265736378584
2.55,2.13,1.42,75.27,128.45,265.18,67183.1,26.32559783599913
2.55,2.03,1.79,75.41,127.31,242.8,76393.9,26.190486318797863
2.85,2.1,1.69,75.64,127.38,277.92,72977.5,32.87777644102903
2.65,1.73,1.49,75.38,128.12,254.21,66221.4,25.925068942937738
2.52,1.99,1.53,76.05,127.47,289.82,63764.6,27.62483106720492
2.8,1.91,1.47,76.17,127.23,246.22,64124.3,27.790224535710077
2.68,2.12,1.29,75.85,127.37,287.65,75578.5,29.92317542022965
2.69,1.76,1.34,75.97,127.61,273.78,75333.9,28.21018948072719
2.73,1.76,1.58,75.46,128.39,267.15,63775.6,28.319124878818
2.78,1.91,1.42,75.28,127.22,267.35,67235.9,29.004901541122873
2.68,2.13,1.38,76.21,128.31,251.94,71151.4,27.283882054758006
2.77,2.11,1.43,76.07,127.95,258.43,65478.6,28.84679432991413
2.56,2.14,1.52,75.87,128.54,277.5,70232.6,28.035675684822873
2.72,2.22,1.39,75.9,128.48,290.33,69068.3,31.075400009626374
2.54,2.06,1.73,75.55,128.33,258.4,64327.2,26.436964173175507
2.9,1.86,1.49,76.23,127.91,246.73,70747.6,29.574990736651667
2.58,2.17,1.27,75.51,128.58,241.32,67650.9,24.65367575561049
2.63,2.1,1.4,76.16,127.88,270.39,64370.9,27.605709280079846
2.84,2.01,1.8,76.44,128.11,293.17,70992.8,34.357504801552636
2.65,2.05,1.58,75.96,128.29,275.05,68399.6,29.014165718851356
2.65,2.01,1.8,76.27,128.16,252.2,69007.7,27.988086321156967
2.72,2.0,1.67,75.86,127.49,252.95,63606.6,28.100573340799425
2.52,2.26,1.3,75.82,128.59,242.11,72990.7,24.576740595243788
2.64,2.13,1.28,76.36,127.22,286.57,73013.4,29.125858508590337
2.8,2.13,1.7,76.0,127.95,250.7,69923.0,29.902599686619507
2.64,1.99,1.73,75.51,128.29,276.71,73042.8,29.623578726347088
2.75,2.29,1.48,76.31,128.1,266.91,65055.7,29.929623127588226
2.64,1.79,1.47,75.22,128.26,275.95,75347.5,28.06238210656272
2.86,1.89,1.36,75.23,127.96,258.21,71447.9,29.40344497603041
2.59,1.96,1.62,76.0,127.44,241.31,71248.9,25.570720983987822
2.87,2.2,1.22,76.11,128.33,240.93,75214.1,28.909148085111266
2.73,1.82,1.34,75.51,127.88,243.59,71409.1,26.277586907792053
2.56,2.01,1.33,76.24,127.89,244.6,66972.4,24.362037451259763
2.76,1.7,1.31,75.61,128.07,281.54,74051.9,29.42106626981933
2.61,2.1,1.5,75.85,128.03,255.81,68421.6,26.756168582813526
2.77,2.15,1.51,76.25,128.0,247.56,66833.5,28.43668593653751
2.6,2.14,1.65,75.71,127.88,278.08,63158.2,28.7006783147965
2.56,1.85,1.47,76.4,127.78,258.31,74584.8,25.895487883527036
2.75,2.05,1.73,75.52,128.54,258.44,70093.6,29.686322035296254
2.58,1.89,1.58,76.44,128.54,285.95,74054.8,28.783560559067833
2.58,1.76,1.75,76.17,127.71,278.98,75830.7,28.65963378634171
2.58,1.86,1.64,75.94,127.28,248.04,66276.0,25.484875779892942
2.89,1.91,1.78,75.37,128.01,279.36,65571.6,32.917654770172476
2.57,1.91,1.77,75.43,128.17,268.77,66613.2,27.508598822212544
2.54,1.78,1.37,76.25,128.58,270.25,76673.3,26.09753621255504
2.86,2.01,1.74,76.49,127.43,289.67,68518.1,33.93147356263387
2.73,1.89,1.21,76.17,128.1,251.95,75034.6,27.027120318570606
2.79,2.26,1.43,75.48,127.37,242.75,70004.6,28.379441070449044
2.76,1.94,1.29,75.52,128.32,276.46,75825.2,29.71370912632835
2.89,1.85,1.23,75.47,127.27,259.82,74111.2,29.570424715467535
2.63,2.22,1.79,75.75,127.73,257.85,65617.2,28.444527492406106
2.87,2.2,1.63,75.28,127.51,286.2,69069.6,33.63779808217885
2.68,1.82,1.74,75.59,127.47,289.36,71151.6,30.648986818416798
2.58,2.0,1.7,75.92,128.57,268.81,69991.7,27.925206662537104
2.52,2.16,1.4,75.59,127.24,253.53,75599.8,25.562729776539296
2.77,1.87,1.73,75.25,127.41,269.3,66498.6,30.00921075544147
2.7,2.16,1.66,76.02,127.46,250.81,70078.7,28.4352901786292
2.82,1.84,1.62,75.57,128.1,292.01,74214.0,32.68755946852002
2.83,2.19,1.61,75.77,127.29,278.45,75563.0,32.726279942558904
2.65,1.94,1.56,75.69,127.71,285.77,75811.1,29.850745494674012
2.81,2.02,1.44,75.4,127.21,287.34,70439.0,31.659302626156883
2.85,1.89,1.38,75.24,127.7,275.45,69308.9,30.60131542816691
2.85,1.99,1.36,76.37,128.16,242.44,70016.8,28.40804809223857
2.73,1.86,1.67,76.53,128.53,247.09,65826.7,27.66634523409402
2.57,2.18,1.68,75.89,128.44,275.54,67576.3,28.603096673169485
2.59,2.07,1.31,75.3,128.35,291.64,67898.7,28.365339804487345
2.83,2.11,1.25,75.61,127.67,270.95,73520.4,30.467080223892477
2.61,1.94,1.31,75.35,128.07,257.53,63460.4,25.447674781476504
2.73,2.14,1.28,76.25,128.47,289.18,73510.6,30.77584721812161
2.75,1.99,1.31,76.5,128.41,292.92,75416.3,31.183715254953537
2.67,1.78,1.25,75.57,128.09,271.39,73434.7,27.334723481230636
2.55,2.23,1.42,75.56,127.62,242.1,74307.4,25.301937339872207
2.88,1.74,1.38,76.09,127.82,266.13,73372.7,30.333129802245818
2.59,1.72,1.3,75.21,128.31,289.43,70788.7,27.293245192614673
2.82,2.23,1.66,76.36,128.14,262.77,64301.9,31.07877815680558
2.68,2.09,1.42,76.09,127.23,270.23,64974.0,28.358034685567528
2.56,2.13,1.42,76.54,127.4,255.05,70987.8,25.961719272568185
2.65,2.16,1.59,76.2,128.15,291.45,72353.4,30.935745349722534
2.74,2.03,1.28,76.35,128.44,263.53,70645.9,28.44266775023254
2.86,2.27,1.48,75.54,128.13,266.17,72520.3,31.736675565364404
2.77,1.9,1.51,75.89,128.58,281.96,71774.4,30.825491728827384
2.51,2.19,1.61,75.29,127.39,245.43,68011.3,25.16608256760878
2.63,2.14,1.46,75.42,127.62,270.21,76135.3,28.520889905309556
2.66,2.01,1.42,76.32,127.84,271.85,63605.8,27.953761422284853
2.76,1.77,1.33,76.25,128.08,249.55,73422.9,27.259912499476624
2.61,1.81,1.73,75.24,128.23,244.81,63884.8,25.53228067679083
2.74,2.08,1.49,76.47,128.34,267.59,75988.4,29.92534631124283
2.74,1.82,1.64,75.47,127.95,250.88,76174.8,28.25019636508875
2.73,1.89,1.69,76.46,128.54,271.0,76407.3,30.356775231778098
2.59,1.9,1.44,75.36,127.56,254.25,72778.1,25.785320315646114
2.62,2.19,1.36,75.37,128.3,260.46,65118.5,26.796131745179533
2.83,2.28,1.2,76.2,127.91,255.81,74930.0,29.683492856887934
2.74,1.72,1.22,76.43,127.8,261.27,69852.4,27.26068602579596
2.64,2.28,1.22,75.44,127.33,279.97,70012.6,28.63207332742388
2.74,1.73,1.46,75.99,127.34,264.91,76520.7,28.610167597586493
2.73,2.23,1.23,76.01,128.53,286.26,68173.0,30.310187318812492
2.65,1.76,1.31,75.46,128.25,264.15,67208.9,26.25573542508175
2.63,2.18,1.4,76.15,127.99,283.12,71233.1,29.224645660064535
2.89,1.91,1.34,75.5,128.02,291.29,69889.3,32.5348527900253
2.65,2.21,1.77,76.32,127.53,242.86,66617.8,27.48506909768241
2.71,1.81,1.8,76.07,127.68,258.22,71863.3,28.92016773900684
2.69,2.23,1.76,75.47,128.29,259.1,63627.7,29.142109967087887
2.57,1.96,1.58,75.26,128.18,257.19,63942.1,25.83809231265911
2.87,2.17,1.44,76.39,127.36,262.96,67081.9,30.929920016181423
2.86,1.84,1.25,76.21,127.93,250.15,63135.0,28.060695291039334
2.88,2.09,1.42,75.87,128.09,292.33,72516.8,33.54214968808594
2.76,1.94,1.75,75.25,127.94,251.72,71528.9,29.013567302504722
2.84,2.01,1.78,75.82,127.64,258.41,66086.0,30.83655986751057
2.66,2.15,1.26,75.42,127.41,254.24,72725.7,26.843852173193678
2.52,2.14,1.52,76.07,127.78,285.04,64495.4,27.692371019703042
2.59,1.87,1.75,76.07,128.43,267.8,76521.8,28.23363830177959
2.76,1.92,1.55,75.96,127.35,249.97,65576.1,27.889448797690076
2.86,2.18,1.64,75.48,127.48,258.27,66336.2,30.963713184188574
2.84,2.17,1.57,75.71,127.39,273.18,66620.5,31.7232927064241
2.5,2.08,1.55,76.5,127.95,289.34,73182.0,28.211684612785458
2.8,1.89,1.73,76.1,127.72,267.25,68986.9,30.73628355558378
2.82,2.19,1.52,75.38,127.7,246.5,65224.0,28.941285949146728
2.55,1.97,1.79,75.23,128.53,250.59,64610.6,25.89300416824801
2.88,2.08,1.28,75.71,127.6,273.79,70943.8,31.303916043131945
2.82,1.8,1.74,76.44,127.48,280.22,67115.5,31.890173145646937
2.73,1.96,1.55,75.48,128.33,285.72,70609.1,30.70477449350062
2.79,2.03,1.52,76.56,128.53,244.01,65925.5,28.146449204430947
2.71,1.9,1.49,75.52,127.32,283.71,66922.2,29.59599653008615
2.76,2.16,1.21,75.89,127.48,251.35,74395.6,27.984014825114397
2.72,1.77,1.59,75.93,128.15,273.97,73474.7,29.493913595605587
2.51,2.05,1.65,75.76,127.35,252.7,65175.8,25.34423137607507
2.74,2.05,1.52,75.92,128.0,261.5,69709.6,29.05093028169892
2.59,1.8,1.43,75.27,127.83,266.61,72535.5,26.38293343005989
2.52,2.13,1.59,75.98,127.43,277.71,71470.0,27.78768830389401
2.62,1.92,1.69,76.49,128.08,253.98,66940.9,26.957548702463665
2.86,2.09,1.24,76.57,128.25,261.59,68086.0,29.911636345997064
2.89,1.98,1.27,75.32,128.02,291.5,74395.2,32.704678875273885
2.66,1.76,1.76,75.74,127.28,268.07,69236.7,28.486077443518635
2.85,2.16,1.48,76.26,128.02,258.33,72235.7,30.6842263104985
2.89,2.24,1.37,75.35,127.63,245.81,73211.6,29.905130881118676
2.51,1.95,1.21,76.31,127.64,248.16,72435.3,23.74945096919532
2.72,1.71,1.53,75.47,127.23,242.39,63544.0,25.889549073701456
2.76,2.2,1.38,76.54,128.25,293.7,68279.0,31.840696310243626
2.69,1.96,1.62,75.51,127.25,265.73,67594.3,28.56693106361342
2.74,2.09,1.62,76.27,127.48,281.43,66517.5,31.026608295005413
2.74,2.27,1.77,76.0,128.06,281.51,74574.9,32.621071557169216
2.54,1.83,1.61,75.64,128.05,283.22,76499.3,27.993894344888528
2.56,1.74,1.36,75.6,128.27,288.38,71855.7,27.202322364786593
2.82,1.76,1.42,75.4,127.48,250.07,69745.7,27.953366431171386
2.74,2.1,1.41,75.5,128.14,245.4,76682.0,27.83725036238388
2.81,2.29,1.65,75.87,127.33,278.98,65949.3,32.429712314860694
2.51,1.77,1.56,75.62,127.94,277.57,67908.4,26.25766269500684
2.58,1.99,1.49,76.36,127.31,258.77,71396.9,26.43494328299948
2.66,1.98,1.72,76.25,127.35,264.25,71979.0,28.860400982078996
2.87,1.84,1.35,76.1,128.06,241.7,70321.9,28.189970977381787
2.81,1.98,1.3,76.3,127.36,281.64,67452.0,30.614052990379715
2.56,2.26,1.63,75.63,128.13,261.09,76457.0,27.87630776182436
2.68,1.8,1.8,75.78,128.09,274.47,64717.2,29.310099194995242
2.55,1.89,1.44,75.4,127.34,243.6,74081.8,24.51295417491576
2.61,2.27,1.23,75.85,127.21,253.99,66383.2,26.047724241551233
2.71,1.98,1.58,75.49,127.41,266.3,71020.0,29.00412666569309
2.69,1.87,1.22,75.86,128.38,280.69,64663.9,28.014278496058974
2.61,2.06,1.6,76.49,127.81,245.7,64145.0,26.017224327202936
2.6,2.04,1.78,75.71,127.23,251.57,64121.3,26.865886587780548
2.71,1.88,1.25,75.59,128.28,271.92,69135.2,27.973534887542538
2.63,1.75,1.3,75.51,127.41,251.55,76134.6,25.49215185442233
2.76,2.1,1.45,76.56,127.69,293.76,75965.7,32.230319037036224
2.75,2.24,1.34,76.25,128.35,257.8,72211.4,28.959937978640024
2.76,1.7,1.53,76.53,127.78,292.42,65014.0,30.799244917382676
2.71,2.25,1.24,76.42,127.83,266.5,70161.2,28.640277813759436
2.68,2.3,1.8,75.99,128.05,288.0,65777.8,31.982087774352518
2.77,2.21,1.7,75.34,127.56,263.49,71038.9,30.720388013713883
2.53,2.15,1.68,76.36,127.49,272.0,63373.6,27.439692957388726
2.52,1.71,1.29,75.73,127.42,287.17,74686.8,26.41159447932227
2.55,2.04,1.43,76.23,127.56,250.85,63384.0,24.882840374786607
2.7,1.72,1.35,75.38,127.61,275.58,73563.4,28.182327598545267
2.82,2.02,1.68,76.39,127.99,265.53,63372.6,30.774986107065953
2.77,1.96,1.75,76.03,127.2,241.58,73420.9,28.58965437225083
2.53,1.95,1.61,75.31,127.81,272.4,76273.8,27.3011763086655
2.72,2.29,1.62,76.41,128.34,246.98,67464.7,28.513526640350502
2.89,1.99,1.29,76.42,128.16,261.14,74895.1,30.547767567290744
2.73,2.27,1.69,75.28,128.47,289.81,64772.3,32.13976524348732
2.69,2.24,1.49,76.38,127.64,277.04,63438.8,29.668645052290227
2.65,2.26,1.27,76.45,127.25,282.23,68001.8,28.97667930701368
2.79,2.18,1.34,76.35,127.41,273.76,66879.1,30.32962832160933
2.79,1.84,1.77,76.11,127.4,240.96,73362.2,28.60882755115244
2.73,2.09,1.77,75.26,127.81,288.79,75635.0,32.45427191654994
2.76,2.21,1.43,75.33,127.87,254.28,71279.5,28.870330397563517
2.57,1.96,1.26,76.6,127.84,267.3,71838.4,26.121822015384733
2.78,2.19,1.29,75.74,127.32,286.26,63301.3,30.753762000671255
2.8,2.07,1.53,75.9,128.0,288.79,75432.0,32.58173925474978
2.53,1.79,1.49,75.59,127.65,278.49,63829.7,26.148299431520964
2.74,1.81,1.63,75.9,127.88,258.41,75327.7,28.856339114027715
2.6,1.73,1.27,75.66,128.25,242.09,75265.9,24.266838283751778
2.89,1.85,1.79,75.74,127.7,263.29,67582.8,31.628621033602368
2.51,2.28,1.67,75.59,127.42,270.25,68104.5,27.59470024445579
2.56,2.18,1.34,75.34,127.93,286.32,67860.8,27.97255708382397
2.53,1.81,1.65,76.18,127.61,289.74,71767.2,28.25941393453922
2.56,2.01,1.52,76.0,128.5,275.05,66541.5,27.259693454675467
2.59,2.04,1.71,75.68,127.45,272.92,68724.6,28.428019863276628
2.86,2.06,1.45,75.84,127.22,249.59,76345.6,29.77793010982668
2.68,1.71,1.41,75.24,128.57,252.76,66701.1,25.90497343229026
2.51,1.84,1.39,75.66,127.31,281.96,63179.8,25.87627547601755
2.51,1.73,1.62,75.51,128.46,241.96,66630.5,23.626544274360864
2.8,2.27,1.63,76.16,128.11,286.11,66601.7,32.88355464660788
2.8,1.97,1.49,76.02,128.47,274.56,73819.5,30.91796045626017
