outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.8,1.79,1.23,76.16,127.88,287.71,75698.9,228.10440126145943
2.88,1.78,1.24,76.04,127.27,272.87,73452.2,225.56112989330995
2.52,2.24,1.57,75.53,127.43,241.63,69506.5,178.7968573636283
2.83,2.0,1.34,75.37,127.48,249.12,76575.8,209.0660767088026
2.53,1.86,1.45,75.3,128.48,274.84,72273.7,194.68426909898335
2.51,2.2,1.5,75.26,128.44,290.69,72450.7,205.6704011386429
2.56,2.3,1.56,75.25,128.57,272.87,63135.5,196.14810893656022
2.73,1.97,1.51,75.67,128.21,250.02,71898.4,198.08107259574933
2.63,2.07,1.61,76.25,127.4,259.28,67811.7,196.9724580971357
2.75,2.02,1.37,75.55,128.32,286.28,69472.5,220.51497419362624
2.8,2.14,1.74,76.38,128.39,263.13,70354.2,213.3465731803135
2.52,2.05,1.62,76.1,127.57,285.04,75769.1,205.45875845771297
2.72,1.72,1.38,76.37,127.29,254.66,76274.6,202.78985079681104
2.62,2.02,1.57,75.43,127.32,270.73,70342.1,201.73391668039392
2.53,2.25,1.42,75.28,128.29,283.77,69704.3,203.0170090406367
2.74,2.08,1.21,75.28,127.86,276.94,63653.9,212.90668096529282
2.86,1.89,1.24,76.49,127.46,273.31,69184.6,224.26539143095454
2.6,2.27,1.34,76.05,127.78,252.44,74962.9,195.1029939218622
2.9,1.81,1.76,76.28,128.52,275.2,76437.9,227.1270238782729
2.77,2.05,1.61,76.35,127.29,277.15,66515.7,218.47615508322815
2.9,2.05,1.55,76.03,128.48,255.5,73561.2,216.98398075222372
2.61,2.09,1.42,75.31,128.22,263.5,73130.2,197.4760489091235
2.64,2.02,1.46,75.89,128.08,254.62,64718.5,191.8628985163367
2.56,1.9,1.24,75.47,127.7,279.16,70779.0,201.416405037584
2.56,1.94,1.63,75.71,127.77,260.11,75421.2,191.76033842563447
2.5,1.95,1.71,76.56,128.31,267.95,76310.6,192.88135261387572
2.68,2.17,1.43,76.01,127.28,243.48,71284.2,194.45309148151705
2.78,1.77,1.57,76.07,127.51,273.5,66365.8,213.3408371489504
2.74,2.07,1.45,75.21,127.31,274.67,63332.8,211.1850561850456
2.82,1.95,1.25,76.52,127.98,273.07,67923.9,220.1763142779214
2.84,2.01,1.74,76.35,128.38,277.91,65050.7,221.62496001043064
2.76,1.71,1.41,75.88,127.77,254.82,63992.4,198.90520620353448
2.77,1.84,1.63,76.32,128.0,260.8,75718.8,209.3795781431039
2.72,1.79,1.76,75.68,128.4,248.35,69690.9,192.7348097373398
2.67,2.09,1.63,76.33,127.71,265.37,71992.4,205.3244856118465
2.88,1.99,1.3,75.25,127.81,246.89,67054.8,206.95206363646912
2.57,2.22,1.64,75.76,127.98,250.36,71460.3,187.88445100241597
2.57,2.29,1.75,75.41,127.39,289.73,66998.3,209.42773354417227
2.75,2.27,1.8,76.52,127.45,290.32,71959.0,228.5876790690712
2.61,2.09,1.5,75.76,127.41,256.59,73438.3,195.45300301446525
2.52,2.05,1.76,76.23,128.22,258.92,64041.7,184.64600080815012
2.52,2.29,1.66,75.99,127.52,247.57,75090.4,185.64588424299336
2.84,1.9,1.65,75.38,127.39,253.25,69400.7,207.5372826324981
2.55,2.25,1.69,76.18,127.39,240.77,70031.2,182.29057773717557
2.9,1.86,1.77,75.37,128.57,270.16,68566.8,219.32119238947257
2.82,2.06,1.3,75.68,127.82,283.76,76153.9,229.137603531718
2.82,2.06,1.39,76.02,127.21,270.02,64757.4,217.74594508208145
2.81,2.3,1.38,76.0,128.54,252.24,76308.2,211.61935185649338
2.75,2.17,1.68,75.86,127.32,270.44,71146.3,214.7729231293988
2.69,1.96,1.41,76.37,128.09,281.64,67791.0,213.66759453111683
2.62,1.89,1.66,76.23,127.89,279.28,67169.4,204.80758544504
2.51,2.11,1.72,75.92,127.27,280.39,70519.2,200.14084969034116
2.64,2.12,1.75,76.05,127.83,241.67,75677.3,189.93856479145654
2.59,1.75,1.69,75.27,127.38,289.58,68067.8,205.76997489771998
2.65,2.29,1.32,76.39,127.35,269.32,63873.4,206.3166149625871
2.58,1.94,1.28,76.33,127.26,282.1,73555.4,208.69547398114776
2.54,2.02,1.23,76.52,127.82,254.67,68780.7,188.06764710662515
2.88,1.81,1.64,76.04,128.53,260.14,65601.9,212.012740431226
2.62,1.86,1.51,76.38,127.86,244.31,72546.2,187.13985802218838
2.6,2.06,1.42,76.3,128.12,287.36,75080.2,213.39185888337477
2.9,1.74,1.39,75.46,128.46,285.02,73198.0,230.16873033425782
2.63,1.7,1.37,75.29,128.25,268.02,75503.8,198.9879552188437
2.65,2.22,1.22,75.4,127.95,265.39,63021.8,200.14877693229573
2.59,1.96,1.2,75.54,127.52,245.81,74322.0,186.90199026999073
2.58,1.73,1.69,75.89,128.15,257.63,67471.3,186.29265611384164
2.72,2.12,1.73,76.51,127.62,257.04,75159.2,206.55748677441886
2.53,2.21,1.46,76.29,128.15,258.59,72036.6,190.91396863820228
2.54,2.0,1.71,75.47,128.17,253.14,73764.6,184.79002468862404
2.69,2.07,1.74,76.56,127.79,249.44,75027.4,198.94661105391344
2.7,2.29,1.52,75.75,127.49,251.05,63142.6,197.21161803563245
2.79,2.21,1.2,75.73,128.52,252.85,65585.4,205.05600257899107
2.78,2.05,1.27,76.25,128.13,265.93,64348.7,211.35556090832222
2.54,1.85,1.71,76.5,128.45,252.51,69881.4,183.3065439732917
2.56,2.0,1.51,76.09,127.75,247.32,69335.0,183.5902988822354
2.89,2.17,1.7,76.13,128.22,264.79,68562.5,221.0408342842013
2.72,1.7,1.5,76.55,128.29,242.49,72187.1,192.30484541787234
2.87,2.27,1.42,76.58,127.56,246.19,64637.9,210.83566561992052
2.71,2.04,1.77,76.57,127.56,270.72,65065.8,208.8485803703669
2.76,2.24,1.46,75.39,127.3,275.29,69106.7,217.81698014940127
2.79,1.9,1.33,76.47,127.29,278.0,65265.9,219.73212955703934
2.88,2.25,1.79,75.5,127.43,291.18,66654.8,235.01394824688566
2.76,2.2,1.68,76.15,127.28,241.29,75341.9,201.60794481742153
2.84,2.05,1.21,76.12,127.37,261.66,74931.3,219.13478855163294
2.52,1.91,1.73,75.28,127.75,271.21,67623.4,190.30475187554168
2.57,2.19,1.61,76.51,127.38,274.36,66505.9,202.20160264390734
2.68,1.98,1.25,76.23,127.89,249.89,70947.7,196.11786087464952
2.9,1.71,1.61,76.05,127.81,244.13,67734.2,205.4312982004758
2.56,2.26,1.32,75.62,128.42,251.24,65928.7,185.79686763767904
2.68,1.94,1.8,76.19,127.42,264.94,75732.0,205.70187704001614
2.84,2.25,1.58,75.32,128.34,279.41,68505.1,224.6290102955752
2.67,2.02,1.62,75.55,127.83,260.23,76871.1,201.83246068902247
2.87,2.25,1.53,76.11,128.21,290.84,73644.2,237.9014307150137
2.67,2.07,1.62,76.45,128.37,288.38,67011.6,215.9417888738351
2.53,1.93,1.45,75.2,127.28,272.43,65309.3,192.38889386222854
2.55,2.19,1.54,75.77,127.29,289.58,69425.5,209.22219165641582
2.75,1.83,1.58,76.59,127.76,251.03,65775.2,199.12111335060592
2.55,1.87,1.67,76.55,127.9,242.74,70104.4,179.72163023209373
2.6,1.75,1.53,76.3,127.66,278.06,75102.1,205.23785564989714
2.6,2.18,1.37,75.86,128.35,241.07,66858.9,183.07160247449747
2.78,1.84,1.34,75.38,127.8,246.07,72520.9,199.2970154704219
2.77,2.3,1.63,75.26,128.42,249.44,72590.1,203.40042023445267
2.69,1.81,1.71,76.19,128.55,279.66,75711.0,212.2725796617225
2.52,2.25,1.24,75.64,128.49,270.14,71167.5,195.8420017764072
2.86,1.9,1.54,75.6,127.44,262.96,73510.1,217.27418849480023
2.83,1.97,1.57,75.94,127.53,247.92,66933.4,204.52557401152956
2.56,1.76,1.5,75.97,128.15,279.8,63255.7,197.05480877731668
2.57,1.75,1.29,76.48,128.37,273.63,63387.4,196.03834456193715
2.6,2.02,1.65,75.78,127.54,276.52,74338.4,205.36752444500655
2.54,2.19,1.43,75.86,128.13,283.1,72034.0,205.08767825287828
2.76,1.88,1.36,76.23,128.59,249.57,65267.4,197.89569341817844
2.82,1.72,1.34,76.54,128.09,292.94,75921.4,232.33927543316622
2.6,2.04,1.67,75.88,128.32,259.72,70054.0,193.0423150311866
2.53,1.76,1.44,75.83,127.6,266.86,70870.8,190.69614580703922
2.87,2.07,1.48,76.13,128.16,244.37,70460.2,207.84624364698197
2.73,1.81,1.67,76.4,128.4,263.93,72249.9,205.69969068616274
2.7,1.72,1.26,75.7,127.93,259.37,65542.4,197.29196237938834
2.75,1.98,1.61,76.39,128.01,255.42,76948.6,206.7167946442995
2.71,2.03,1.3,76.19,127.36,288.25,72035.2,222.57768741538553
2.51,2.29,1.7,76.55,127.3,265.85,72391.7,195.7904110705042
2.69,2.14,1.55,75.56,128.54,246.19,64406.0,190.5703723665714
2.88,2.06,1.46,75.36,128.36,247.23,66825.8,206.76476513514353
2.76,1.97,1.51,75.99,128.17,273.2,74516.3,215.96337982652346
2.58,1.99,1.32,76.21,127.67,275.31,68729.5,202.2052924478237
2.78,2.22,1.48,76.07,128.33,246.2,76823.3,205.27975358940125
2.87,2.01,1.44,76.29,127.32,282.1,69701.8,230.77732421344388
2.55,1.77,1.37,75.5,127.53,248.99,63486.9,178.68601708684412
2.84,2.06,1.68,75.75,128.09,264.83,73246.0,217.1981867817292
2.66,1.93,1.73,75.77,127.29,280.2,69377.1,209.5149752651953
2.65,1.74,1.31,76.31,127.42,244.24,70220.2,188.62909845605827
2.86,2.05,1.69,76.57,127.39,282.08,65801.2,228.5456968144431
2.62,1.92,1.21,75.72,127.53,257.55,66928.1,193.07490440286153
2.67,2.02,1.3,75.49,128.46,253.7,66730.7,193.67213204984
2.5,1.78,1.24,75.89,127.77,241.36,64362.0,171.81519816536854
2.61,2.1,1.44,75.74,128.15,268.64,76165.5,202.73844658000746
2.6,1.82,1.6,76.22,127.86,241.0,72617.8,182.65119777679274
2.56,1.92,1.59,75.51,127.9,278.02,63778.5,196.69235837624842
2.56,1.73,1.28,75.2,127.44,276.34,70847.8,197.82867530410738
2.76,1.94,1.65,76.32,127.39,245.06,74972.5,201.1582157027534
2.77,1.77,1.31,76.09,128.06,247.62,65217.3,197.00770520832248
2.57,1.85,1.56,76.26,127.34,278.8,69903.7,202.37814198811645
2.67,1.85,1.29,75.76,128.15,287.29,76840.0,216.93274305155853
2.65,1.79,1.4,75.22,128.56,259.37,69468.2,193.25255326983847
2.76,1.81,1.33,75.22,128.03,243.86,73664.4,195.9275132182945
2.76,1.74,1.26,75.8,128.3,270.27,68582.1,209.67912510721544
2.61,1.86,1.51,76.18,128.25,261.78,67401.0,193.41829636217903
2.86,2.24,1.49,76.29,128.46,248.56,76233.3,213.41249936562576
2.82,1.93,1.38,75.96,128.42,260.3,70678.6,211.22062521497423
2.73,1.73,1.38,76.12,127.5,286.79,76480.0,221.60500133338599
2.66,1.84,1.46,76.12,128.07,273.77,76721.0,208.33080295838306
2.54,2.28,1.37,75.71,128.41,251.11,67567.6,185.0046308230352
2.56,2.01,1.31,75.35,128.42,253.87,65003.9,183.95146971591043
2.82,2.21,1.62,75.47,127.34,284.42,75518.1,230.2358188384244
2.81,1.98,1.24,75.68,128.22,286.53,63163.9,223.3196936839056
2.68,2.0,1.76,75.59,127.83,261.15,64471.9,197.46833071389597
2.69,2.22,1.71,75.54,128.47,292.39,65075.7,218.18993010252427
2.54,1.73,1.24,75.83,127.85,243.43,75109.6,179.6420124003297
2.66,1.86,1.8,75.99,128.41,242.44,73339.6,187.28079422057692
2.89,2.22,1.35,75.45,127.8,257.85,75303.8,220.38367119651912
2.61,2.19,1.69,76.54,127.25,270.14,74815.4,206.4630144441678
2.66,1.93,1.59,76.56,127.56,274.51,64184.2,205.98911887222755
2.83,2.27,1.38,76.26,127.87,285.94,67302.9,230.59822506527348
2.71,2.15,1.74,75.35,128.05,278.45,72003.9,213.97645196265807
2.65,2.14,1.33,76.13,128.0,281.63,76059.8,215.333975286881
2.65,2.06,1.37,76.56,128.39,246.69,63994.7,189.72364146146788
2.73,2.11,1.79,75.52,127.97,250.82,74875.0,200.75032063703634
2.87,1.86,1.47,76.52,127.9,241.2,75388.1,207.26712806937076
2.65,2.09,1.76,76.5,128.04,249.86,71748.4,194.20612386944845
2.58,2.27,1.72,75.91,128.09,266.25,67367.7,196.7673139711169
2.81,1.79,1.58,75.87,128.5,249.43,64521.4,199.27659857577999
2.68,1.97,1.25,76.59,127.36,243.52,63190.5,191.1549755962625
2.54,2.24,1.64,75.39,128.47,292.62,63695.6,205.81940379147215
2.62,1.96,1.51,76.18,127.67,273.21,66610.3,202.37167116096964
2.83,1.76,1.48,76.14,127.47,271.08,69055.4,217.553639386981
2.76,2.2,1.47,76.39,127.88,268.27,73570.9,216.4331614245068
2.67,2.14,1.41,76.05,127.87,282.81,67849.4,214.0822742374594
2.69,1.95,1.29,76.42,128.17,254.03,65946.2,197.04470234289238
2.86,1.79,1.36,75.28,128.28,278.13,68264.2,221.26464314751627
2.86,2.24,1.6,76.32,128.22,244.28,70947.0,209.0210686294123
2.67,1.7,1.27,76.6,127.56,262.62,67814.2,200.25694156302848
2.66,2.27,1.58,75.39,128.32,278.29,64534.8,208.06025915585474
2.82,2.0,1.27,75.27,127.49,251.44,72507.5,207.79308962822074
2.53,2.0,1.32,75.93,128.28,293.33,68147.4,207.27756918677824
2.69,2.1,1.45,75.99,127.99,263.62,74292.2,206.25346648845823
2.81,2.26,1.54,75.59,128.06,290.7,71575.8,231.25478375695684
2.65,1.85,1.64,75.22,127.94,284.67,64789.8,206.66899889430317
2.51,2.05,1.78,75.88,128.04,254.06,76543.8,185.4458779050908
2.55,2.18,1.54,75.73,127.32,241.05,73635.2,182.63290337753153
2.78,2.11,1.39,76.1,127.59,266.45,66964.0,213.40019064968146
2.64,1.76,1.26,76.56,128.16,280.26,70434.0,208.83710962831026
2.79,1.82,1.28,75.95,128.31,250.77,66838.0,200.9879918582991
2.9,1.87,1.25,75.47,127.29,247.91,68689.2,210.15649544339237
2.67,1.83,1.53,75.9,128.2,242.41,66731.8,185.7718093761613
2.79,1.95,1.38,75.27,127.41,246.24,66784.8,199.189311643598
2.62,1.79,1.79,75.67,128.19,244.77,71813.1,183.68407832709613
2.81,1.81,1.56,75.64,128.37,278.47,76447.8,221.139730760754
2.53,1.89,1.49,76.53,127.58,279.62,63778.3,198.17540085115718
2.52,2.11,1.42,76.3,128.37,289.49,63820.0,204.0054801989487
2.75,1.71,1.26,75.24,128.16,248.19,65372.8,193.28816814368975
2.54,2.16,1.23,75.99,127.76,266.59,69859.3,195.6237943735307
2.7,2.17,1.79,76.46,127.68,259.8,71031.6,204.9858383786377
2.54,1.99,1.65,75.57,127.55,255.79,75354.6,188.13361748100317
2.62,2.01,1.32,75.38,128.41,255.43,72061.8,192.49643557397405
2.72,1.91,1.78,75.99,127.74,292.19,65349.7,219.14225518031776
2.62,2.29,1.2,76.24,127.89,250.14,74874.4,196.17803698362445
2.76,2.3,1.43,75.78,127.89,240.9,72001.5,199.60111479344062
2.51,1.91,1.78,76.52,127.42,266.87,70893.0,191.51387245328226
2.79,2.05,1.72,75.93,127.46,284.51,76919.0,227.28247753131336
2.75,1.75,1.33,76.23,128.37,262.33,71172.1,206.00131244782358
2.55,2.25,1.37,76.55,128.22,291.55,64624.0,210.20258307633685
2.73,1.78,1.34,75.47,128.59,285.88,75424.3,218.32564451376777
2.73,2.27,1.5,75.83,127.31,250.76,69629.0,202.4852089816868
2.76,1.86,1.24,75.69,128.12,262.44,72925.5,208.09366081182463
2.53,2.11,1.44,75.35,127.95,251.92,73745.4,185.10699595742915
2.73,1.99,1.8,75.74,128.23,271.43,68748.6,208.873269687762
2.82,1.83,1.44,76.38,128.45,253.88,64239.7,204.67849313935767
2.63,2.29,1.56,75.31,128.15,245.77,63890.9,186.81948388804608
2.85,1.76,1.22,76.44,127.47,279.77,70678.0,226.48044167713772
2.7,2.17,1.62,75.96,127.44,289.24,64151.8,218.79485296117332
2.81,1.97,1.65,76.34,128.08,246.88,70611.6,203.65455976978706
2.65,2.07,1.59,75.74,128.14,259.41,72618.3,198.41284100293524
2.56,2.2,1.67,75.21,127.6,270.26,68411.1,196.50916742402967
2.52,2.2,1.7,76.24,127.85,273.85,67567.0,196.80818695599476
2.8,1.73,1.37,76.42,127.27,248.73,66041.3,201.98475047970487
2.69,1.84,1.38,76.06,127.47,264.31,72154.7,204.36944335753265
2.83,2.01,1.57,76.31,128.0,258.77,63140.7,209.81828205495037
2.77,1.92,1.28,75.25,127.95,250.56,65699.0,198.71554143716048
2.84,1.99,1.74,76.34,128.54,265.99,63158.7,213.4889180706931
2.5,2.05,1.46,75.93,127.83,269.94,75145.6,194.46176333181734
2.8,1.95,1.56,76.44,127.35,279.16,73712.4,224.35621225720104
2.63,2.08,1.63,75.39,127.63,260.96,63679.5,193.97831198159042
2.83,2.17,1.25,76.34,128.14,263.18,76560.8,220.1235858155119
2.59,1.83,1.44,75.41,127.37,284.29,66551.2,203.99736295515004
2.59,2.07,1.53,76.12,127.84,260.44,71264.4,194.99017440741534
2.67,2.29,1.71,76.52,127.38,287.89,75674.8,222.68756972199412
2.87,1.98,1.48,75.26,127.3,256.84,74143.0,215.3223320773293
2.7,2.22,1.64,75.2,128.16,269.81,76997.4,210.81480373144996
2.67,2.24,1.47,75.63,127.26,279.48,75716.6,216.2567366834437
2.73,1.82,1.58,75.91,128.39,248.96,66038.6,193.67411785533807
2.85,2.19,1.23,75.8,127.6,249.09,67805.5,209.8855873131372
2.85,2.3,1.2,76.22,128.03,266.15,74499.1,224.0048778905243
2.78,1.94,1.21,75.61,127.33,254.27,70170.4,205.74691449998284
2.77,2.11,1.68,76.16,127.9,245.73,67383.9,199.64049829212388
2.79,1.99,1.69,75.83,127.72,270.92,73832.8,216.8860161164573
2.6,1.99,1.74,76.41,127.94,246.74,74242.0,188.3190991717246
2.5,1.91,1.61,75.22,127.67,280.73,68482.7,194.93255149537288
2.81,2.11,1.44,76.47,127.51,248.6,70622.3,207.8505842841322
2.7,1.92,1.42,76.16,127.22,268.06,67097.1,206.60594909831684
2.76,2.27,1.36,76.57,128.57,252.34,70536.3,206.25081080113
2.6,2.05,1.7,76.51,128.57,261.7,74776.9,197.23156145200653
2.65,2.27,1.33,76.37,127.54,275.14,68127.9,210.8207076069309
2.79,2.3,1.45,75.99,127.24,285.47,64678.7,226.3504231377035
2.9,2.19,1.31,76.12,127.31,289.17,67677.6,238.25582849012073
2.5,2.18,1.67,76.32,128.05,259.46,66177.9,186.1190520371723
2.61,1.99,1.42,76.53,127.61,243.65,63335.3,184.71880136311518
2.76,2.14,1.45,75.61,128.44,290.11,66933.8,223.44902585791306
2.64,2.23,1.79,75.6,127.27,259.23,71401.5,199.29880911071314
2.6,1.77,1.38,75.46,127.29,252.14,74589.0,189.3289858286754
2.64,1.85,1.56,75.93,127.77,286.56,73619.6,212.73537340437872
2.83,2.08,1.78,76.34,127.59,263.25,70569.5,216.4379354666288
2.72,2.15,1.75,75.68,128.51,262.65,68790.1,204.2666679487544
2.8,1.95,1.64,76.38,127.67,265.76,68254.8,213.40803583689853
2.61,1.72,1.72,76.28,128.22,288.01,63424.6,205.45075234413525
2.88,2.0,1.56,76.11,128.07,290.35,72730.4,235.65144070690337
2.64,1.92,1.76,75.45,128.49,246.01,73134.4,187.1048074393808
2.55,1.96,1.54,76.45,128.22,275.86,66134.3,197.94740298661384
2.67,1.75,1.56,75.29,128.28,292.29,63726.9,211.29351998447692
2.86,2.15,1.37,75.32,128.48,241.65,74079.4,205.83506685309771
2.68,2.26,1.56,75.31,127.26,267.78,65951.7,205.3929694344463
2.6,2.04,1.51,75.92,128.26,272.62,72952.0,202.3678184578439
2.76,1.94,1.76,75.68,128.52,241.76,70064.4,193.71912078917194
2.68,1.73,1.3,76.38,128.6,284.05,67260.4,211.6272671379336
2.68,1.7,1.7,76.24,127.72,279.32,71662.6,209.79637897727162
2.82,2.08,1.75,75.35,128.29,248.62,76894.7,206.67487571523225
2.87,1.91,1.54,76.0,128.14,253.32,67266.5,209.6805894688946
2.83,1.93,1.31,76.53,127.62,284.49,71095.0,229.1560006242164
2.72,1.79,1.79,75.94,128.06,290.0,63345.7,215.22090924809413
2.65,1.83,1.7,75.83,128.53,257.14,73213.7,194.32286025001065
2.63,1.95,1.45,75.73,127.34,261.46,69589.4,197.08139535596513
2.83,2.29,1.41,76.32,128.28,245.21,74320.0,209.25849596125397
2.72,1.74,1.55,76.41,128.22,272.52,76936.3,211.7358953099441
2.52,1.91,1.55,75.94,128.35,249.26,69785.1,179.54724462732167
2.85,2.28,1.28,76.4,127.28,256.59,65221.3,215.92456835033215
2.84,1.7,1.68,75.6,128.53,269.17,69891.4,213.56389847825255
2.78,2.25,1.27,75.69,128.51,279.18,66916.9,220.37353423485263
2.51,1.96,1.44,76.18,127.5,254.65,72124.4,185.35360343827483
2.55,1.72,1.28,76.22,128.47,271.98,66196.8,193.52114151415287
2.61,2.23,1.23,75.76,127.94,242.78,71413.3,187.9077708306022
2.83,1.96,1.52,75.71,127.88,277.69,71950.3,222.9470455651134
2.75,2.27,1.53,75.37,128.19,271.4,69369.5,213.62361058190015
2.62,2.16,1.41,75.65,127.85,248.07,70906.4,190.26520645530775
2.58,1.76,1.56,75.21,127.3,260.51,65239.2,187.4306277652455
2.6,2.24,1.24,76.41,127.33,260.12,72287.8,200.04276258230107
2.79,2.02,1.34,75.94,127.23,280.53,65554.9,221.2717041875169
2.51,1.96,1.25,75.46,128.03,256.47,74196.4,185.56229887564973
2.7,1.83,1.29,75.61,127.81,246.13,73040.6,193.55687632417687
2.71,1.71,1.44,75.21,128.28,278.29,63440.8,206.0284875489357
2.58,2.22,1.47,76.04,128.11,281.54,70937.3,207.54709497396027
2.85,2.28,1.45,76.06,127.31,252.93,73894.8,216.15530562982144
2.75,2.02,1.59,75.37,127.92,293.79,70927.2,224.997494832018
2.79,1.85,1.75,76.28,127.83,275.09,69482.2,216.70588229880423
2.77,2.18,1.58,76.49,127.81,265.53,71563.1,214.70429345796435
2.87,1.8,1.8,75.91,127.97,293.74,74108.5,234.27635595715708
2.7,1.83,1.61,75.74,127.8,291.59,64998.7,216.07668836860273
2.8,1.96,1.49,75.24,127.26,249.95,65667.7,201.67190969324872
2.81,1.74,1.25,75.6,128.17,247.61,74993.7,202.83485844082122
2.51,1.99,1.56,75.69,128.31,271.55,73324.5,193.46198529442154
2.5,2.22,1.78,76.25,127.25,266.84,71754.4,193.78642679003485
2.66,1.94,1.63,76.01,128.15,275.77,70629.0,207.13246480299983
2.73,2.23,1.79,76.1,127.79,287.96,74694.5,224.92405473482768
2.58,1.77,1.46,76.3,128.45,256.32,76748.7,190.85888874731984
2.59,2.23,1.45,75.87,127.47,242.96,76585.2,188.94797440755622
2.64,1.98,1.67,75.52,127.36,276.05,76133.8,208.42529709361622
2.63,2.05,1.63,76.32,127.28,262.18,73521.1,201.11882406083794
2.55,1.83,1.49,75.98,128.4,279.79,76068.7,201.79860735529758
2.79,2.22,1.77,75.6,127.52,277.18,76443.3,223.7119934244688
2.75,1.95,1.5,75.5,127.94,261.04,66472.8,203.72686655495284
2.66,1.83,1.55,76.32,127.73,254.39,65146.7,192.93690197483807
2.74,2.08,1.78,75.79,128.53,255.1,72944.4,202.64497162635416
2.89,2.0,1.25,76.09,128.12,257.29,64299.4,214.38443027648327
2.67,1.75,1.29,76.28,128.59,246.22,67489.2,188.68931651738524
2.55,1.93,1.25,75.61,127.29,283.2,69235.5,203.4824653669824
2.53,2.22,1.23,76.03,128.24,241.59,67515.0,179.3901517836954
2.67,1.97,1.46,75.86,127.49,260.18,72845.6,201.1725241288516
2.79,2.03,1.65,75.74,127.4,253.76,65993.3,204.40761101240037
2.52,1.95,1.74,75.41,127.92,268.95,75041.8,192.54877584378414
2.71,1.96,1.51,76.35,128.35,287.69,65171.0,217.07608781267425
2.6,2.19,1.78,76.01,127.91,261.58,71565.6,196.89661227787917
2.88,2.04,1.44,75.89,127.43,243.52,69872.4,208.42331303692595
2.71,2.27,1.71,75.68,127.85,245.58,64561.4,194.12378126560202
2.6,1.86,1.79,75.32,127.52,262.96,70376.3,192.89618614861365
2.88,2.25,1.25,76.36,127.89,260.79,67814.1,220.54067352718187
2.69,1.94,1.24,76.53,127.53,243.39,75782.7,196.06001765444466
2.57,2.27,1.37,76.38,128.15,257.25,71622.3,194.24983575510464
2.72,2.24,1.25,76.4,128.49,290.22,63299.8,222.17163065327622
2.56,2.0,1.67,76.23,128.16,244.31,71769.2,182.17705754491317
2.88,1.99,1.47,75.91,127.64,293.33,66733.0,235.17180296214212
2.73,1.76,1.6,75.3,127.98,277.42,68695.6,209.89370190656302
2.85,1.89,1.7,76.11,127.76,244.25,72811.5,205.4111852453533
2.87,2.05,1.44,75.35,127.43,261.52,74391.4,218.93893749326435
2.63,2.21,1.33,76.01,128.16,285.11,74656.5,215.40238823800178
2.81,1.84,1.46,76.49,128.31,249.1,76977.7,206.65544517450564
2.68,1.83,1.44,76.32,127.89,244.86,70571.9,191.23351370679802
2.8,1.88,1.8,76.51,128.6,285.24,70828.8,223.55569372789068
2.54,1.79,1.64,76.54,128.01,263.74,75832.5,192.44723991080787
2.65,2.0,1.5,76.57,127.93,240.52,71207.0,188.60268954296748
2.68,1.72,1.68,75.95,128.16,287.22,64002.6,210.2084152262221
2.77,2.25,1.6,75.7,128.43,256.63,69647.2,206.72053543393542
2.8,2.24,1.77,75.5,128.14,252.33,72127.6,207.30886120572006
2.74,1.82,1.74,75.81,128.52,256.77,76719.9,202.65489534117694
2.81,1.73,1.21,76.46,128.56,266.3,63344.2,210.64371631761674
2.81,2.11,1.27,75.5,127.54,255.44,64435.0,207.40938948585972
2.74,1.76,1.49,76.13,127.21,280.05,74576.1,218.12434859489724
2.86,1.8,1.43,75.29,127.85,254.3,71256.4,209.15247179443406
2.61,2.29,1.66,75.48,128.27,282.75,72427.3,210.1435871308688
2.5,2.05,1.27,76.0,128.37,252.56,71535.5,182.88660114536208
2.89,1.96,1.65,75.2,128.58,282.44,66591.8,225.79275858813173
2.66,2.0,1.69,75.88,128.07,282.25,71962.8,211.74634608433507
2.51,1.74,1.59,75.51,128.37,267.01,65352.6,184.64984213589878
2.55,1.84,1.5,75.73,127.22,289.06,67684.3,204.86415791956688
2.87,1.8,1.38,76.33,128.46,252.82,65036.6,208.1551930088375
