mse,epsilon,C,gamma
3.0994356425877965,2.0092330025650478,74.0,29.836472402833405
1.825765798426486,2.656087782946687,25.0,0.10235310218990264
3.067898322043683,2.656087782946687,19.0,75.64633275546291
3.0103244119062995,0.7054802310718645,71.0,39.4420605943766
0.12732806336038813,0.6135907273413173,64.0,0.06428073117284322
0.01256613918585368,0.023101297000831605,25.0,0.07054802310718646
3.4014674637642,7.054802310718645,83.0,0.10235310218990264
0.021180517993608622,0.24770763559917114,88.0,0.05857020818056667
0.015001426143381385,0.07054802310718646,38.0,0.093260334688322
1.694891561809594,2.1544346900318843,2.0,0.3125715849688237
1.6492087102804036,2.31012970008316,77.0,0.37649358067924693
0.023671672643988347,0.08697490026177834,33.0,0.19630406500402714
0.05158814176549724,0.046415888336127795,21.0,0.013219411484660288
1.0441266974412469,1.7475284000076847,100.0,0.37649358067924693
0.022185347936866936,0.024770763559917114,69.0,0.1484968262254465
2.190179257436724,0.26560877829466867,71.0,8.902150854450392
0.035580868685254216,0.08697490026177834,10.0,0.37649358067924693
0.02586196601919972,0.01873817422860384,86.0,0.16297508346206444
3.2120481251982715,4.641588833612782,71.0,0.010974987654930561
2.982206716221006,0.23101297000831603,46.0,43.287612810830616
0.02254082730357606,0.014174741629268055,43.0,0.16297508346206444
0.011387742844513398,0.01,63.0,0.030538555088334154
2.3055747147789245,3.2745491628777286,27.0,0.08497534359086446
0.014704243041399442,0.049770235643321115,92.0,0.010974987654930561
2.009839673469444,0.49770235643321115,33.0,7.390722033525782
0.018185175274940586,0.023101297000831605,94.0,0.093260334688322
0.030244155482650158,0.24770763559917114,56.0,0.019179102616724886
0.0598391590540215,0.07564633275546291,71.0,0.6579332246575682
3.4014674637642,10.0,84.0,0.1484968262254465
3.2154850803579023,4.641588833612782,38.0,0.16297508346206444
2.6175673941566115,0.4037017258596556,21.0,11.768119524349991
0.015774680549721982,0.03511191734215131,91.0,0.08497534359086446
2.3084485703093174,2.31012970008316,59.0,3.8535285937105312
0.1946127273506546,0.011497569953977356,41.0,1.5199110829529348
2.3110747493127626,2.656087782946687,43.0,2.9150530628251787
2.5174919031276173,0.464158883361278,1.0,9.770099572992256
3.4014674637642,6.135907273413176,100.0,0.34304692863149194
2.9403192820981827,0.023101297000831605,50.0,24.770763559917114
1.4972552715215859,1.0,91.0,3.8535285937105312
0.3507045972461706,0.23101297000831603,85.0,2.0092330025650478
0.34639590497601314,0.6135907273413173,51.0,1.261856883066021
1.8457868727646953,0.20092330025650468,70.0,7.390722033525782
2.704451225405635,0.06135907273413173,41.0,14.174741629268063
0.012232735488241256,0.12328467394420659,50.0,0.030538555088334154
1.7624747831949055,2.4770763559917115,23.0,0.2848035868435802
2.9340032810633203,1.5199110829529332,31.0,11.768119524349991
0.02866426702858465,0.24770763559917114,90.0,0.014508287784959394
1.4117600426101746,0.01873817422860384,26.0,6.135907273413176
0.05345041076219896,0.1519911082952934,58.0,0.41320124001153385
0.23966303898779312,0.30538555088334157,7.0,1.384886371393873
0.011899763342338266,0.023101297000831605,85.0,0.02104904144512021
1.046263807394145,1.7475284000076847,58.0,0.02104904144512021
1.1982861611435804,1.0,29.0,2.9150530628251787
0.016589656567037002,0.13219411484660293,35.0,0.030538555088334154
0.03446906407247542,0.030538555088334154,66.0,0.34304692863149194
3.4014674637642,6.135907273413176,5.0,3.1992671377973845
2.858260201651759,0.040370172585965536,2.0,20.565123083486537
0.01233087001457553,0.010722672220103232,63.0,0.04862601580065353
2.3664934489918696,0.023101297000831605,63.0,10.722672220103243
2.083921961206155,2.31012970008316,30.0,2.656087782946687
2.95086843796371,0.016297508346206444,96.0,27.185882427329428
2.946155272475719,0.24770763559917114,58.0,22.570197196339215
2.9727305043747707,0.02848035868435802,70.0,83.02175681319753
2.972620441624881,0.024770763559917114,15.0,68.92612104349702
2.0732558051174976,2.656087782946687,45.0,1.6681005372000592
0.4660926497016463,0.014174741629268055,58.0,2.656087782946687
0.0216815749495554,0.03274549162877728,70.0,0.13530477745798075
3.4014674637642,8.697490026177835,54.0,0.4534878508128584
0.023371214089997046,0.13219411484660293,8.0,0.25950242113997374
2.9676714216552016,0.08111308307896872,12.0,32.745491628777316
0.03992180536334422,0.010722672220103232,52.0,0.37649358067924693
3.1172937302932016,3.0538555088334154,20.0,35.938136638046295
3.4014674637642,8.111308307896872,37.0,6.135907273413176
0.2930832895001062,0.16297508346206444,50.0,1.8307382802953698
0.012460548580959758,0.024770763559917114,23.0,0.07054802310718646
2.2453616376795322,1.629750834620645,100.0,5.09413801481638
0.016089930437392173,0.013219411484660288,30.0,0.02104904144512021
3.012327083530164,1.1497569953977356,34.0,18.73817422860385
2.7186587332763255,1.873817422860385,9.0,7.390722033525782
3.4014674637642,6.135907273413176,70.0,0.10235310218990264
3.4014674637642,4.9770235643321135,84.0,0.19630406500402714
0.3095028652750219,0.26560877829466867,17.0,0.010974987654930561
0.07795017366058411,0.4037017258596556,91.0,0.37649358067924693
2.9752457613981997,0.07564633275546291,18.0,68.92612104349702
3.4014674637642,6.135907273413176,27.0,0.21544346900318845
0.4108097190412874,0.8111308307896873,77.0,1.0476157527896652
3.212798594797487,4.641588833612782,16.0,0.04862601580065353
3.4014674637642,9.326033468832199,26.0,3.1992671377973845
2.9854024227020943,0.2848035868435802,22.0,47.50810162102798
0.5158697548209858,0.49770235643321115,74.0,2.0092330025650478
0.01577446752006088,0.10722672220103231,42.0,0.027825594022071243
1.6426821342193576,0.37649358067924676,97.0,6.135907273413176
3.04698295274536,1.1497569953977356,74.0,68.92612104349702
2.2490003786645696,0.08111308307896872,59.0,9.770099572992256
3.067897664353866,2.656087782946687,92.0,100.0
0.011364871373183575,0.06135907273413173,57.0,0.040370172585965536
1.133350377815716,0.046415888336127795,6.0,0.014508287784959394
0.01416633132389165,0.1873817422860384,74.0,0.025353644939701114
0.05506592436298334,0.37649358067924676,80.0,0.13530477745798075
3.4014674637642,5.72236765935022,38.0,0.10235310218990264
3.4014674637642,8.697490026177835,80.0,32.745491628777316
0.012794973439225046,0.02009233002565047,24.0,0.07054802310718646
2.771398034623881,0.4037017258596556,2.0,14.174741629268063
2.1203497881982383,3.0538555088334154,45.0,0.0774263682681127
1.97211772765957,0.013219411484660288,4.0,0.01
0.20162014446502,0.37649358067924676,71.0,1.0476157527896652
2.9717798595106646,0.01,79.0,57.2236765935022
3.0746183899937947,2.4770763559917115,48.0,91.11627561154896
3.0871033466522206,1.7475284000076847,47.0,62.802914418342596
2.9119049891562083,0.01,2.0,91.11627561154896
0.011706162089720829,0.13219411484660293,91.0,0.023101297000831605
2.9725438145739087,0.024770763559917114,40.0,57.2236765935022
0.2530321446889565,0.2848035868435802,3.0,1.5199110829529348
1.1052604585641752,1.7475284000076847,66.0,0.5994842503189411
1.7731903308201855,0.07564633275546291,19.0,7.390722033525782
0.10433722469646642,0.16297508346206444,90.0,0.8697490026177834
0.02171370620778417,0.20092330025650468,10.0,0.093260334688322
0.029802392072605537,0.011497569953977356,27.0,0.25950242113997374
0.8139979130228905,1.1497569953977356,2.0,1.384886371393873
2.923507918574748,0.21544346900318845,71.0,20.565123083486537
0.029226028073950673,0.049770235643321115,20.0,0.25950242113997374
0.15762239130486982,0.32745491628777285,87.0,0.8697490026177834
2.484651741576092,3.0538555088334154,5.0,2.656087782946687
2.451779372399895,1.873817422860385,74.0,5.590810182512229
0.2477274196610248,0.10722672220103231,32.0,1.6681005372000592
2.970135297830812,0.03274549162877728,23.0,39.4420605943766
3.236101102758222,4.641588833612782,94.0,0.7220809018385468
0.4690635097187668,0.32745491628777285,85.0,2.2051307399030455
1.5699658079565257,0.01747528400007684,92.0,6.7341506577508286
2.842970739704499,0.7054802310718645,72.0,14.174741629268063
1.6287106498183994,0.046415888336127795,4.0,0.014508287784959394
0.019417800658951583,0.07564633275546291,11.0,0.0533669923120631
0.44533946391910384,0.05722367659350217,1.0,0.1788649529057435
0.021075410758755873,0.06135907273413173,98.0,0.11233240329780277
3.4014674637642,4.9770235643321135,86.0,2.0092330025650478
0.025898438306810562,0.021544346900318846,88.0,0.16297508346206444
2.960130975256553,0.040370172585965536,93.0,29.836472402833405
2.7782956317327274,0.07054802310718646,49.0,15.556761439304722
1.888331300468145,0.533669923120631,19.0,6.7341506577508286
0.018224864266491766,0.02848035868435802,64.0,0.11233240329780277
1.4508107916436188,0.30538555088334157,24.0,5.590810182512229
0.03483439717508827,0.10722672220103231,19.0,0.37649358067924693
0.011971945590143059,0.023101297000831605,71.0,0.023101297000831605
0.01632072477529056,0.014174741629268055,74.0,0.01
0.015172899449909478,0.013219411484660288,68.0,0.013219411484660288
0.02807857322907644,0.13219411484660293,52.0,0.01
0.34582770809773977,0.9326033468832199,29.0,0.07054802310718646
2.3144729597343643,3.2745491628777286,9.0,0.21544346900318845
2.830081392847153,3.7649358067924674,7.0,1.8307382802953698
2.396880065349204,3.2745491628777286,1.0,0.49770235643321115
3.03058986849828,2.1544346900318843,90.0,11.768119524349991
0.7078597519684691,0.04328761281083057,99.0,3.5111917342151346
0.07004042727400334,0.26560877829466867,100.0,0.4534878508128584
3.087122043047091,1.7475284000076847,96.0,52.140082879996896
1.736697921430196,0.02009233002565047,35.0,7.390722033525782
0.334277110679786,0.8697490026177834,66.0,0.01
0.32733374269380533,0.8697490026177834,80.0,0.014508287784959394
0.2516944284580377,0.8111308307896873,48.0,0.093260334688322
2.824468086971241,0.010722672220103232,60.0,17.07352647470692
3.4014674637642,8.697490026177835,89.0,52.140082879996896
0.011608096810878031,0.023101297000831605,87.0,0.040370172585965536
3.0111346649172845,0.7054802310718645,85.0,62.802914418342596
1.9665194554699883,2.848035868435802,35.0,0.11233240329780277
2.968593937063908,0.04328761281083057,9.0,35.938136638046295
0.0982399365304398,0.06579332246575682,57.0,0.9545484566618342
3.0870988426584973,1.7475284000076847,93.0,100.0
0.10430593368984434,0.01747528400007684,67.0,1.0476157527896652
1.9665194554699883,2.848035868435802,32.0,0.11233240329780277
0.023572653988636692,0.013219411484660288,21.0,0.21544346900318845
0.05806131454024459,0.1,34.0,0.5994842503189411
0.01054984980987974,0.11497569953977356,96.0,0.027825594022071243
2.981306719517847,0.20092330025650468,50.0,52.140082879996896
0.012980131702882244,0.012328467394420659,32.0,0.07054802310718646
0.21126711054740532,0.533669923120631,45.0,0.8697490026177834
0.7063290793373953,0.040370172585965536,5.0,3.5111917342151346
0.014905298333156897,0.14174741629268056,15.0,0.1484968262254465
0.012419563599711855,0.11497569953977356,86.0,0.019179102616724886
1.9502523208361395,2.848035868435802,93.0,0.030538555088334154
2.984689433809142,0.26560877829466867,20.0,83.02175681319753
0.08577944676842256,0.43287612810830595,80.0,0.010974987654930561
3.4014674637642,8.111308307896872,65.0,2.4201282647943834
0.4928493251755506,0.5722367659350217,64.0,1.8307382802953698
3.0747470907704004,2.4770763559917115,67.0,43.287612810830616
1.1171105589144896,0.01,92.0,5.09413801481638
2.963538480346899,0.1873817422860384,97.0,27.185882427329428
0.1961409805275099,0.6579332246575682,77.0,0.4534878508128584
3.4014674637642,4.9770235643321135,20.0,0.6579332246575682
0.09541837301025591,0.533669923120631,75.0,0.08497534359086446
3.490452348389192,4.328761281083057,39.0,22.570197196339215
2.9635343244756633,2.848035868435802,11.0,8.111308307896872
2.702723426827176,3.7649358067924674,47.0,0.044306214575838825
2.8403710772307535,2.848035868435802,2.0,6.135907273413176
3.4014674637642,6.5793322465756825,32.0,0.08497534359086446
3.4014674637642,5.336699231206313,62.0,0.5462277217684343
0.01968978280974917,0.01747528400007684,33.0,0.012045035402587823
2.7223849301418914,3.7649358067924674,87.0,0.34304692863149194
0.17381710846782533,0.7054802310718645,67.0,0.033516026509388425
3.0148910338165296,1.3219411484660286,61.0,17.07352647470692
3.4014674637642,10.0,85.0,3.5111917342151346
3.4014674637642,9.326033468832199,91.0,24.770763559917114
3.4014674637642,8.697490026177835,78.0,29.836472402833405
2.9738398822100933,0.049770235643321115,69.0,57.2236765935022
3.0345835866936817,1.072267222010323,30.0,27.185882427329428
2.973030685492529,0.03274549162877728,88.0,68.92612104349702
0.011659710863113485,0.030538555088334154,35.0,0.05857020818056667
0.21797095106873016,0.7564633275546291,50.0,0.10235310218990264
3.4014674637642,7.054802310718645,66.0,1.149756995397737
3.369108770440082,4.641588833612782,4.0,4.641588833612782
0.14901992545365117,0.046415888336127795,24.0,1.261856883066021
2.0434925496061065,2.4770763559917115,7.0,2.0092330025650478
3.014467336324539,0.8111308307896873,93.0,29.836472402833405
0.012993725485911859,0.0533669923120631,72.0,0.06428073117284322
0.03840108718036861,0.07054802310718646,5.0,0.4534878508128584
3.4014674637642,9.326033468832199,6.0,0.05857020818056667
3.09235193593219,1.873817422860385,38.0,52.140082879996896
3.011142815114213,0.7054802310718645,8.0,52.140082879996896
2.972299883492146,0.02009233002565047,9.0,83.02175681319753
1.573681725187393,0.023101297000831605,66.0,6.7341506577508286
3.0843176682608084,3.0538555088334154,24.0,10.722672220103243
2.7652027006494526,0.010722672220103232,5.0,15.556761439304722
0.01182902639313436,0.10722672220103231,30.0,0.07054802310718646
0.1704572089749635,0.7054802310718645,96.0,0.03678379771828634
0.19986846126869265,0.5722367659350217,13.0,0.030538555088334154
0.1135673844939836,0.49770235643321115,73.0,0.012045035402587823
2.9720261595863224,0.013219411484660288,44.0,62.802914418342596
3.4014674637642,5.72236765935022,42.0,1.384886371393873
3.003953391685987,0.6135907273413173,7.0,75.64633275546291
3.4014674637642,4.9770235643321135,99.0,0.044306214575838825
3.059454562712273,4.328761281083057,38.0,0.5994842503189411
3.4014674637642,4.9770235643321135,41.0,9.770099572992256
3.0324827525419074,1.0,14.0,83.02175681319753
3.0521600561872098,1.232846739442066,48.0,32.745491628777316
0.4116057449180996,0.030538555088334154,90.0,2.4201282647943834
0.012463511387899973,0.03511191734215131,68.0,0.023101297000831605
2.9720911956991696,0.01747528400007684,13.0,100.0
1.1635076094672008,0.2848035868435802,71.0,4.641588833612782
2.971901766189716,0.012328467394420659,91.0,83.02175681319753
0.01417643085268654,0.03274549162877728,33.0,0.08497534359086446
0.011822251743601228,0.014174741629268055,44.0,0.033516026509388425
0.11193743639356465,0.32745491628777285,84.0,0.6579332246575682
3.4014674637642,7.054802310718645,22.0,20.565123083486537
2.6662539334395214,1.3219411484660286,39.0,8.902150854450392
2.981273611607959,0.21544346900318845,16.0,43.287612810830616
0.15599352005379993,0.08111308307896872,54.0,1.261856883066021
3.4014674637642,7.054802310718645,39.0,100.0
2.976474871321264,0.1,97.0,62.802914418342596
0.04996513974358462,0.03274549162877728,30.0,0.01
0.011608801421148292,0.1,89.0,0.040370172585965536
3.4014674637642,6.5793322465756825,44.0,0.37649358067924693
0.025672034821401384,0.26560877829466867,47.0,0.040370172585965536
0.19125435154795925,0.093260334688322,3.0,0.07054802310718646
3.4014674637642,8.697490026177835,82.0,0.4534878508128584
3.0399942520047927,1.072267222010323,99.0,57.2236765935022
0.5324566278604761,0.01747528400007684,62.0,2.9150530628251787
0.012926738171021638,0.1873817422860384,92.0,0.044306214575838825
0.013955941366987893,0.012328467394420659,88.0,0.014508287784959394
2.9799645049089074,0.17475284000076838,95.0,62.802914418342596
3.06541931044175,1.5199110829529332,32.0,20.565123083486537
0.2930832895001062,0.16297508346206444,12.0,1.8307382802953698
0.14574484300199902,0.6135907273413173,78.0,0.1788649529057435
2.9740510424921607,0.06579332246575682,62.0,47.50810162102798
0.01078423343900083,0.023101297000831605,83.0,0.030538555088334154
0.737044261463797,1.5199110829529332,81.0,0.023101297000831605
3.4014674637642,6.5793322465756825,31.0,3.8535285937105312
0.3315893026762108,0.13219411484660293,25.0,2.0092330025650478
0.01331465232599793,0.046415888336127795,96.0,0.015922827933410922
2.8365960960543912,0.08697490026177834,19.0,17.07352647470692
2.8534653451067924,0.1873817422860384,69.0,17.07352647470692
3.127463790540145,4.037017258596554,4.0,0.027825594022071243
0.5645569171185053,0.464158883361278,90.0,2.2051307399030455
3.4014674637642,10.0,82.0,0.06428073117284322
1.3810419996126901,2.1544346900318843,59.0,0.025353644939701114
3.095452346213482,2.0092330025650478,99.0,20.565123083486537
0.01648850860429963,0.02009233002565047,32.0,0.019179102616724886
0.011694330171574284,0.10722672220103231,83.0,0.04862601580065353
0.015674381655977683,0.046415888336127795,42.0,0.11233240329780277
0.016569208956471407,0.010722672220103232,25.0,0.11233240329780277
0.4366955369152309,0.1519911082952934,85.0,2.4201282647943834
3.4014674637642,9.326033468832199,86.0,11.768119524349991
1.31761222491139,1.629750834620645,23.0,1.5199110829529348
2.9681220656837097,0.16297508346206444,40.0,29.836472402833405
0.2977435105557388,0.8697490026177834,63.0,0.37649358067924693
2.7402028290404714,3.7649358067924674,18.0,0.5462277217684343
0.023393562492674793,0.05722367659350217,78.0,0.13530477745798075
2.1203497881982383,3.0538555088334154,51.0,0.0774263682681127
0.5866442924874788,0.1519911082952934,39.0,2.9150530628251787
1.0167702344480456,1.7475284000076847,24.0,0.23644894126454083
0.3295296643379549,0.9326033468832199,59.0,0.23644894126454083
0.03470072736770462,0.30538555088334157,42.0,0.10235310218990264
